date,store,product,price,promo,units_sold,revenue
2025-04-17,Store_1,Product_E,44.67,0,166.0,7398.48
2025-04-18,Store_1,Product_E,44.67,0,130.0,5791.82
2025-04-19,Store_1,Product_E,44.67,0,126.0,5650.55
2025-04-20,Store_1,Product_E,44.67,1,183.0,8158.25
2025-04-21,Store_1,Product_E,44.67,0,149.0,6655.51
2025-04-22,Store_1,Product_E,44.67,0,151.0,6760.52
2025-04-23,Store_1,Product_E,44.67,0,173.0,7714.32
2025-04-24,Store_1,Product_E,44.67,0,146.0,6509.99
2025-04-25,Store_1,Product_E,44.67,0,136.0,6060.75
2025-04-26,Store_1,Product_E,44.67,0,,5767.59
2025-04-27,Store_1,Product_E,44.67,0,135.0,6037.53
2025-04-28,Store_1,Product_E,44.67,1,189.0,8456.71
2025-04-29,Store_1,Product_E,44.67,0,162.0,7222.2
2025-04-30,Store_1,Product_E,44.67,0,158.0,7059.89
2025-05-01,Store_1,Product_E,44.67,0,165.0,7384.68
2025-05-02,Store_1,Product_E,44.67,0,131.0,5847.6
2025-05-03,Store_1,Product_E,44.67,0,140.0,6273.28
2025-05-04,Store_1,Product_E,44.67,0,132.0,5878.33
2025-05-05,Store_1,Product_E,44.67,1,188.0,8394.72
2025-05-06,Store_1,Product_E,44.67,0,145.0,6471.09
2025-05-07,Store_1,Product_E,44.67,0,149.0,6660.86
2025-05-08,Store_1,Product_E,44.67,0,152.0,6787.43
2025-05-09,Store_1,Product_E,44.67,0,131.0,5839.97
2025-05-10,Store_1,Product_E,44.67,0,126.0,5624.0
2025-05-11,Store_1,Product_E,44.67,0,129.0,5753.69
2025-05-12,Store_1,Product_E,44.67,0,141.0,6303.18
2025-05-13,Store_1,Product_E,44.67,0,145.0,6487.2
2025-05-14,Store_1,Product_E,44.67,0,142.0,6323.28
2025-05-15,Store_1,Product_E,44.67,0,156.0,6950.3
2025-05-16,Store_1,Product_E,44.67,1,168.0,7505.84
2025-05-17,Store_1,Product_E,44.67,0,134.0,6007.12
2025-05-18,Store_1,Product_E,44.67,0,124.0,5518.33
2025-05-19,Store_1,Product_E,44.67,0,130.0,5790.06
2025-05-20,Store_1,Product_E,44.67,0,148.0,6599.16
2025-05-21,Store_1,Product_E,44.67,0,149.0,6672.45
2025-05-22,Store_1,Product_E,44.67,0,141.0,6311.52
2025-05-23,Store_1,Product_E,44.67,1,151.0,6765.89
2025-05-24,Store_1,Product_E,44.67,0,122.0,5454.5
2025-05-25,Store_1,Product_E,44.67,0,114.0,5080.36
2025-05-26,Store_1,Product_E,44.67,0,129.0,5764.8
2025-05-27,Store_1,Product_E,44.67,0,152.0,6805.42
2025-05-28,Store_1,Product_E,44.67,1,186.0,8297.66
2025-05-29,Store_1,Product_E,44.67,0,142.0,6354.67
2025-05-30,Store_1,Product_E,44.67,0,123.0,5492.39
2025-05-31,Store_1,Product_E,44.67,0,115.0,5151.63
2025-06-01,Store_1,Product_E,44.67,0,116.0,5190.53
2025-06-02,Store_1,Product_E,44.67,0,477.0,21293.87
2025-06-03,Store_1,Product_E,44.67,0,147.0,6576.14
2025-06-04,Store_1,Product_E,44.67,0,123.0,5493.61
2025-06-05,Store_1,Product_E,44.67,0,143.0,6404.53
2025-06-06,Store_1,Product_E,44.67,0,130.0,5821.25
2025-06-07,Store_1,Product_E,44.67,0,110.0,4924.87
2025-06-08,Store_1,Product_E,44.67,0,126.0,5614.89
2025-06-09,Store_1,Product_E,44.67,0,112.0,4982.84
2025-06-10,Store_1,Product_E,44.67,0,143.0,6371.68
2025-06-11,Store_1,Product_E,44.67,0,144.0,6448.71
2025-06-12,Store_1,Product_E,44.67,0,142.0,6326.69
2025-06-13,Store_1,Product_E,44.67,1,167.0,7451.58
2025-06-14,Store_1,Product_E,44.67,0,104.0,4661.44
2025-06-15,Store_1,Product_E,44.67,0,112.0,5017.83
2025-06-16,Store_1,Product_E,44.67,0,127.0,5661.56
2025-06-17,Store_1,Product_E,44.67,0,135.0,6045.68
2025-06-18,Store_1,Product_E,44.67,0,129.0,5760.5
2025-06-19,Store_1,Product_E,44.67,0,116.0,5177.42
2025-06-20,Store_1,Product_E,44.67,0,110.0,4904.56
2025-06-21,Store_1,Product_E,44.67,0,120.0,5347.61
2025-06-22,Store_1,Product_E,44.67,0,107.0,4799.44
2025-06-23,Store_1,Product_E,44.67,0,112.0,4990.22
2025-06-24,Store_1,Product_E,44.67,0,122.0,5469.04
2025-06-25,Store_1,Product_E,44.67,0,144.0,6425.13
2025-06-26,Store_1,Product_E,44.67,0,126.0,5640.95
2025-06-27,Store_1,Product_E,44.67,0,103.0,4610.05
2025-06-28,Store_1,Product_E,44.67,0,108.0,4830.04
2025-06-29,Store_1,Product_E,44.67,0,125.0,5563.71
2025-06-30,Store_1,Product_E,44.67,0,114.0,5085.17
2023-01-01,Store_1,Product_F,5.04,0,85.0,429.49
2023-01-02,Store_1,Product_F,5.04,0,114.0,573.68
2023-01-03,Store_1,Product_F,5.04,0,128.0,647.48
2023-01-04,Store_1,Product_F,5.04,0,117.0,591.81
2023-01-05,Store_1,Product_F,5.04,0,106.0,536.22
2023-01-06,Store_1,Product_F,5.04,0,113.0,567.32
2023-01-07,Store_1,Product_F,5.04,0,99.0,497.28
2023-01-08,Store_1,Product_F,5.04,0,97.0,487.22
2023-01-09,Store_1,Product_F,5.04,0,103.0,520.81
2023-01-10,Store_1,Product_F,5.04,0,141.0,710.46
2023-01-11,Store_1,Product_F,5.04,0,129.0,652.43
2023-01-12,Store_1,Product_F,5.04,1,170.0,858.42
2023-01-13,Store_1,Product_F,5.04,0,107.0,537.89
2023-01-14,Store_1,Product_F,5.04,0,99.0,497.58
2023-01-15,Store_1,Product_F,5.04,0,108.0,545.57
2023-01-16,Store_1,Product_F,5.04,0,117.0,589.2
2023-01-17,Store_1,Product_F,5.04,0,120.0,602.88
2023-01-18,Store_1,Product_F,5.04,0,127.0,641.09
2023-01-19,Store_1,Product_F,5.04,0,137.0,691.08
2023-01-20,Store_1,Product_F,5.04,0,116.0,583.13
2023-01-21,Store_1,Product_F,5.04,0,112.0,564.43
2023-01-22,Store_1,Product_F,5.04,1,153.0,770.86
2023-01-23,Store_1,Product_F,5.04,0,118.0,594.5
2023-01-24,Store_1,Product_F,5.04,0,139.0,699.34
2023-01-25,Store_1,Product_F,5.04,1,161.0,810.32
2023-01-26,Store_1,Product_F,5.04,0,132.0,665.09
2023-01-27,Store_1,Product_F,5.04,0,122.0,614.97
2023-01-28,Store_1,Product_F,5.04,0,102.0,516.41
2023-01-29,Store_1,Product_F,5.04,0,104.0,522.01
2023-01-30,Store_1,Product_F,5.04,0,,611.02
2023-01-31,Store_1,Product_F,5.04,0,124.0,623.06
2023-02-01,Store_1,Product_F,5.04,0,134.0,676.48
2023-02-02,Store_1,Product_F,5.04,0,122.0,612.76
2023-02-03,Store_1,Product_F,5.04,0,120.0,603.8
2023-02-04,Store_1,Product_F,5.04,0,119.0,598.71
2023-02-05,Store_1,Product_F,5.04,0,112.0,564.38
2023-02-06,Store_1,Product_F,5.04,1,170.0,856.97
2023-02-07,Store_1,Product_F,5.04,0,148.0,744.92
2023-02-08,Store_1,Product_F,5.04,0,149.0,749.25
2023-02-09,Store_1,Product_F,5.04,0,146.0,737.63
2023-02-10,Store_1,Product_F,5.04,1,165.0,831.51
2023-02-11,Store_1,Product_F,5.04,0,118.0,594.25
2023-02-12,Store_1,Product_F,5.04,0,113.0,567.08
2023-02-13,Store_1,Product_F,5.04,1,158.0,795.07
2023-02-14,Store_1,Product_F,5.04,0,151.0,759.05
2023-02-15,Store_1,Product_F,5.04,0,151.0,763.34
2023-02-16,Store_1,Product_F,5.04,0,135.0,678.88
2023-02-17,Store_1,Product_F,5.04,0,125.0,631.69
2023-02-18,Store_1,Product_F,5.04,0,114.0,572.27
2023-02-19,Store_1,Product_F,5.04,0,118.0,593.37
2023-02-20,Store_1,Product_F,5.04,0,116.0,583.43
2023-02-21,Store_1,Product_F,5.04,0,144.0,727.36
2023-02-22,Store_1,Product_F,5.04,0,151.0,759.69
2023-02-23,Store_1,Product_F,5.04,0,146.0,737.87
2023-02-24,Store_1,Product_F,5.04,0,140.0,704.61
2023-02-25,Store_1,Product_F,5.04,0,119.0,598.93
2023-02-26,Store_1,Product_F,5.04,0,122.0,616.67
2023-02-27,Store_1,Product_F,5.04,0,137.0,690.2
2023-02-28,Store_1,Product_F,5.04,0,144.0,728.27
2023-03-01,Store_1,Product_F,5.04,0,142.0,715.17
2023-03-02,Store_1,Product_F,5.04,0,136.0,687.57
2023-03-03,Store_1,Product_F,5.04,0,,659.03
2023-03-04,Store_1,Product_F,5.04,0,120.0,602.87
2023-03-05,Store_1,Product_F,5.04,0,136.0,685.83
2023-03-06,Store_1,Product_F,5.04,0,150.0,757.8
2023-03-07,Store_1,Product_F,5.04,1,203.0,1025.41
2023-03-08,Store_1,Product_F,5.04,0,142.0,718.1
2023-03-09,Store_1,Product_F,5.04,0,140.0,706.86
2023-03-10,Store_1,Product_F,5.04,0,148.0,744.21
2023-03-11,Store_1,Product_F,5.04,0,117.0,587.79
2023-03-12,Store_1,Product_F,5.04,0,120.0,605.31
2023-03-13,Store_1,Product_F,5.04,0,139.0,701.21
2023-03-14,Store_1,Product_F,5.04,0,126.0,636.18
2023-03-15,Store_1,Product_F,5.04,0,149.0,751.13
2023-03-16,Store_1,Product_F,5.04,0,143.0,720.44
2023-03-17,Store_1,Product_F,5.04,0,132.0,666.81
2023-03-18,Store_1,Product_F,5.04,0,101.0,509.21
2023-03-19,Store_1,Product_F,5.04,0,125.0,631.84
2023-03-20,Store_1,Product_F,5.04,0,134.0,677.51
2023-03-21,Store_1,Product_F,5.04,1,168.0,845.81
2023-03-22,Store_1,Product_F,5.04,0,151.0,758.64
2023-03-23,Store_1,Product_F,5.04,0,136.0,686.44
2023-03-24,Store_1,Product_F,5.04,0,131.0,659.61
2023-03-25,Store_1,Product_F,5.04,0,122.0,615.02
2023-03-26,Store_1,Product_F,5.04,0,134.0,673.37
2023-03-27,Store_1,Product_F,5.04,0,148.0,746.17
2023-03-28,Store_1,Product_F,5.04,0,145.0,729.62
2023-03-29,Store_1,Product_F,5.04,1,191.0,963.96
2023-03-30,Store_1,Product_F,5.04,0,148.0,745.45
2023-03-31,Store_1,Product_F,5.04,0,149.0,748.46
2023-04-01,Store_1,Product_F,5.04,0,116.0,586.64
2023-04-02,Store_1,Product_F,5.04,0,127.0,638.14
2023-04-03,Store_1,Product_F,5.04,0,134.0,673.81
2023-04-04,Store_1,Product_F,5.04,1,169.0,850.19
2023-04-05,Store_1,Product_F,5.04,0,153.0,771.83
2023-04-06,Store_1,Product_F,5.04,0,146.0,734.67
2023-04-07,Store_1,Product_F,5.04,0,120.0,606.33
2023-04-08,Store_1,Product_F,5.04,0,116.0,584.79
2023-04-09,Store_1,Product_F,5.04,0,125.0,631.19
2023-04-10,Store_1,Product_F,5.04,0,131.0,657.91
2023-04-11,Store_1,Product_F,5.04,0,154.0,775.2
2023-04-12,Store_1,Product_F,5.04,0,143.0,722.29
2023-04-13,Store_1,Product_F,5.04,0,143.0,722.52
2023-04-14,Store_1,Product_F,5.04,0,122.0,615.95
2023-04-15,Store_1,Product_F,5.04,0,98.0,494.18
2023-04-16,Store_1,Product_F,5.04,0,112.0,566.67
2023-04-17,Store_1,Product_F,5.04,0,139.0,699.02
2023-04-18,Store_1,Product_F,5.04,0,149.0,752.75
2023-04-19,Store_1,Product_F,5.04,0,142.0,718.15
2023-04-20,Store_1,Product_F,5.04,0,149.0,750.41
2023-04-21,Store_1,Product_F,5.04,0,132.0,666.98
2023-04-22,Store_1,Product_F,5.04,0,123.0,619.49
2023-04-23,Store_1,Product_F,5.04,0,119.0,600.83
2023-04-24,Store_1,Product_F,5.04,0,141.0,713.0
2023-04-25,Store_1,Product_F,5.04,0,158.0,796.16
2023-04-26,Store_1,Product_F,5.04,0,152.0,766.56
2023-04-27,Store_1,Product_F,5.04,1,159.0,803.28
2023-04-28,Store_1,Product_F,5.04,0,125.0,632.02
2023-04-29,Store_1,Product_F,5.04,0,111.0,559.65
2023-04-30,Store_1,Product_F,5.04,1,152.0,764.5
2023-05-01,Store_1,Product_F,5.04,0,122.0,612.78
2023-05-02,Store_1,Product_F,5.04,0,149.0,751.0
2023-05-03,Store_1,Product_F,5.04,0,145.0,730.07
2023-05-04,Store_1,Product_F,5.04,0,137.0,691.55
2023-05-05,Store_1,Product_F,5.04,1,158.0,797.76
2023-05-06,Store_1,Product_F,5.04,1,147.0,740.79
2023-05-07,Store_1,Product_F,5.04,0,112.0,565.0
2023-05-08,Store_1,Product_F,5.04,0,127.0,638.38
2023-05-09,Store_1,Product_F,5.04,0,139.0,699.33
2023-05-10,Store_1,Product_F,5.04,0,142.0,717.78
2023-05-11,Store_1,Product_F,5.04,0,136.0,686.28
2023-05-12,Store_1,Product_F,5.04,0,130.0,656.62
2023-05-13,Store_1,Product_F,5.04,0,131.0,660.22
2023-05-14,Store_1,Product_F,5.04,0,116.0,583.39
2023-05-15,Store_1,Product_F,5.04,0,130.0,656.36
2023-05-16,Store_1,Product_F,5.04,0,157.0,789.01
2023-05-17,Store_1,Product_F,5.04,0,138.0,697.33
2023-05-18,Store_1,Product_F,5.04,0,171.0,862.48
2023-05-19,Store_1,Product_F,5.04,0,137.0,688.67
2023-05-20,Store_1,Product_F,5.04,0,102.0,512.66
2023-05-21,Store_1,Product_F,5.04,0,109.0,547.26
2023-05-22,Store_1,Product_F,5.04,0,130.0,655.87
2023-05-23,Store_1,Product_F,5.04,0,154.0,777.11
2023-05-24,Store_1,Product_F,5.04,0,141.0,713.0
2023-05-25,Store_1,Product_F,5.04,1,165.0,833.84
2023-05-26,Store_1,Product_F,5.04,0,120.0,606.99
2023-05-27,Store_1,Product_F,5.04,0,119.0,599.38
2023-05-28,Store_1,Product_F,5.04,1,149.0,750.85
2023-05-29,Store_1,Product_F,5.04,1,142.0,714.05
2023-05-30,Store_1,Product_F,5.04,0,132.0,665.92
2023-05-31,Store_1,Product_F,5.04,0,148.0,745.95
2023-06-01,Store_1,Product_F,5.04,0,144.0,725.78
2023-06-02,Store_1,Product_F,5.04,1,144.0,726.09
2023-06-03,Store_1,Product_F,5.04,0,98.0,496.29
2023-06-04,Store_1,Product_F,5.04,0,116.0,583.49
2023-06-05,Store_1,Product_F,5.04,0,124.0,623.89
2023-06-06,Store_1,Product_F,5.04,0,143.0,723.23
2023-06-07,Store_1,Product_F,5.04,1,157.0,789.65
2023-06-08,Store_1,Product_F,5.04,0,120.0,606.15
2023-06-09,Store_1,Product_F,5.04,0,110.0,554.82
2023-06-10,Store_1,Product_F,5.04,0,101.0,511.11
2023-06-11,Store_1,Product_F,5.04,1,125.0,629.8
2023-06-12,Store_1,Product_F,5.04,0,129.0,652.15
2023-06-13,Store_1,Product_F,5.04,0,127.0,641.64
2023-06-14,Store_1,Product_F,5.04,1,156.0,786.75
2023-06-15,Store_1,Product_F,5.04,0,125.0,629.58
2023-06-16,Store_1,Product_F,5.04,0,106.0,534.28
2023-06-17,Store_1,Product_F,5.04,0,94.0,471.45
2023-06-18,Store_1,Product_F,5.04,0,110.0,555.33
2023-06-19,Store_1,Product_F,5.04,0,114.0,574.36
2023-06-20,Store_1,Product_F,5.04,0,131.0,657.74
2023-06-21,Store_1,Product_F,5.04,0,131.0,660.56
2023-06-22,Store_1,Product_F,5.04,0,118.0,596.34
2023-06-23,Store_1,Product_F,5.04,0,116.0,582.74
2023-06-24,Store_1,Product_F,5.04,0,88.0,442.67
2023-06-25,Store_1,Product_F,5.04,0,104.0,524.74
2023-06-26,Store_1,Product_F,5.04,0,131.0,658.68
2023-06-27,Store_1,Product_F,5.04,0,117.0,589.54
2023-06-28,Store_1,Product_F,5.04,0,134.0,676.88
2023-06-29,Store_1,Product_F,5.04,0,120.0,603.72
2023-06-30,Store_1,Product_F,5.04,0,116.0,583.03
2023-07-01,Store_1,Product_F,5.04,0,95.0,476.95
2023-07-02,Store_1,Product_F,5.04,0,102.0,514.87
2023-07-03,Store_1,Product_F,5.04,0,110.0,553.42
2023-07-04,Store_1,Product_F,5.04,0,132.0,665.78
2023-07-05,Store_1,Product_F,5.04,0,123.0,618.86
2023-07-06,Store_1,Product_F,5.04,0,119.0,601.07
2023-07-07,Store_1,Product_F,5.04,0,,592.86
2023-07-08,Store_1,Product_F,5.04,0,107.0,537.63
2023-07-09,Store_1,Product_F,5.04,0,103.0,519.84
2023-07-10,Store_1,Product_F,5.04,0,114.0,574.39
2023-07-11,Store_1,Product_F,5.04,0,128.0,643.14
2023-07-12,Store_1,Product_F,5.04,0,116.0,582.67
2023-07-13,Store_1,Product_F,5.04,0,,533.26
2023-07-14,Store_1,Product_F,5.04,0,95.0,477.79
2023-07-15,Store_1,Product_F,5.04,0,102.0,512.56
2023-07-16,Store_1,Product_F,5.04,0,89.0,446.13
2023-07-17,Store_1,Product_F,5.04,0,105.0,527.73
2023-07-18,Store_1,Product_F,5.04,0,110.0,551.97
2023-07-19,Store_1,Product_F,5.04,0,109.0,548.09
2023-07-20,Store_1,Product_F,5.04,0,98.0,495.86
2023-07-21,Store_1,Product_F,5.04,0,94.0,471.28
2023-07-22,Store_1,Product_F,5.04,0,9.0,44.86
2023-07-23,Store_1,Product_F,5.04,0,97.0,490.21
2023-07-24,Store_1,Product_F,5.04,1,150.0,758.33
2023-07-25,Store_1,Product_F,5.04,1,136.0,683.81
2023-07-26,Store_1,Product_F,5.04,0,110.0,556.18
2023-07-27,Store_1,Product_F,5.04,0,104.0,521.75
2023-07-28,Store_1,Product_F,5.04,0,94.0,473.62
2023-07-29,Store_1,Product_F,5.04,0,85.0,429.14
2023-07-30,Store_1,Product_F,5.04,0,91.0,457.58
2023-07-31,Store_1,Product_F,5.04,0,89.0,449.1
2023-08-01,Store_1,Product_F,5.04,0,105.0,526.72
2023-08-02,Store_1,Product_F,5.04,0,125.0,628.97
2023-08-03,Store_1,Product_F,5.04,0,107.0,541.77
2023-08-04,Store_1,Product_F,5.04,0,92.0,463.0
2023-08-05,Store_1,Product_F,5.04,0,93.0,466.29
2023-08-06,Store_1,Product_F,5.04,0,85.0,430.26
2023-08-07,Store_1,Product_F,5.04,0,85.0,430.45
2023-08-08,Store_1,Product_F,5.04,0,101.0,511.36
2023-08-09,Store_1,Product_F,5.04,0,106.0,534.09
2023-08-10,Store_1,Product_F,5.04,0,96.0,485.91
2023-08-11,Store_1,Product_F,5.04,0,92.0,463.9
2023-08-12,Store_1,Product_F,5.04,0,80.0,402.98
2023-08-13,Store_1,Product_F,5.04,0,81.0,409.45
2023-08-14,Store_1,Product_F,5.04,0,81.0,406.01
2023-08-15,Store_1,Product_F,5.04,1,150.0,754.39
2023-08-16,Store_1,Product_F,5.04,0,106.0,532.72
2023-08-17,Store_1,Product_F,5.04,0,99.0,498.75
2023-08-18,Store_1,Product_F,5.04,0,99.0,500.02
2023-08-19,Store_1,Product_F,5.04,0,81.0,409.22
2023-08-20,Store_1,Product_F,5.04,0,84.0,423.13
2023-08-21,Store_1,Product_F,5.04,0,96.0,482.33
2023-08-22,Store_1,Product_F,5.04,0,110.0,552.73
2023-08-23,Store_1,Product_F,5.04,0,114.0,575.04
2023-08-24,Store_1,Product_F,5.04,1,137.0,692.07
2023-08-25,Store_1,Product_F,5.04,0,91.0,456.72
2023-08-26,Store_1,Product_F,5.04,0,81.0,407.18
2023-08-27,Store_1,Product_F,5.04,0,90.0,453.26
2023-08-28,Store_1,Product_F,5.04,0,92.0,465.68
2023-08-29,Store_1,Product_F,5.04,0,95.0,480.66
2023-08-30,Store_1,Product_F,5.04,0,95.0,478.38
2023-08-31,Store_1,Product_F,5.04,0,102.0,516.25
2023-09-01,Store_1,Product_F,5.04,0,304.0,1532.51
2023-09-02,Store_1,Product_F,5.04,0,77.0,387.32
2023-09-03,Store_1,Product_F,5.04,1,122.0,614.58
2023-09-04,Store_1,Product_F,5.04,0,85.0,427.89
2023-09-05,Store_1,Product_F,5.04,0,104.0,524.74
2023-09-06,Store_1,Product_F,5.04,0,119.0,598.46
2023-09-07,Store_1,Product_F,5.04,0,102.0,514.51
2023-09-08,Store_1,Product_F,5.04,0,88.0,443.0
2023-09-09,Store_1,Product_F,5.04,0,76.0,381.9
2023-09-10,Store_1,Product_F,5.04,0,72.0,362.85
2023-09-11,Store_1,Product_F,5.04,0,80.0,402.55
2023-09-12,Store_1,Product_F,5.04,0,124.0,625.62
2023-09-13,Store_1,Product_F,5.04,0,114.0,572.56
2023-09-14,Store_1,Product_F,5.04,0,99.0,501.2
2023-09-15,Store_1,Product_F,5.04,0,82.0,413.34
2023-09-16,Store_1,Product_F,5.04,0,76.0,382.19
2023-09-17,Store_1,Product_F,5.04,0,75.0,375.52
2023-09-18,Store_1,Product_F,5.04,0,85.0,430.24
2023-09-19,Store_1,Product_F,5.04,0,95.0,476.58
2023-09-20,Store_1,Product_F,5.04,0,96.0,481.96
2023-09-21,Store_1,Product_F,5.04,0,107.0,539.57
2023-09-22,Store_1,Product_F,5.04,0,88.0,446.03
2023-09-23,Store_1,Product_F,5.04,0,77.0,388.5
2023-09-24,Store_1,Product_F,5.04,0,74.0,373.02
2023-09-25,Store_1,Product_F,5.04,1,106.0,534.84
2023-09-26,Store_1,Product_F,5.04,0,107.0,539.12
2023-09-27,Store_1,Product_F,5.04,0,114.0,576.94
2023-09-28,Store_1,Product_F,5.04,0,81.0,408.64
2023-09-29,Store_1,Product_F,5.04,0,81.0,406.24
2023-09-30,Store_1,Product_F,5.04,0,91.0,457.88
2023-10-01,Store_1,Product_F,5.04,1,102.0,516.16
2023-10-02,Store_1,Product_F,5.04,0,85.0,427.15
2023-10-03,Store_1,Product_F,5.04,0,91.0,461.15
2023-10-04,Store_1,Product_F,5.04,0,89.0,446.72
2023-10-05,Store_1,Product_F,5.04,0,,489.5
2023-10-06,Store_1,Product_F,5.04,0,70.0,351.98
2023-10-07,Store_1,Product_F,5.04,0,67.0,337.36
2023-10-08,Store_1,Product_F,5.04,0,78.0,393.37
2023-10-09,Store_1,Product_F,5.04,0,91.0,457.79
2023-10-10,Store_1,Product_F,5.04,0,97.0,486.79
2023-10-11,Store_1,Product_F,5.04,0,90.0,454.37
2023-10-12,Store_1,Product_F,5.04,0,105.0,527.47
2023-10-13,Store_1,Product_F,5.04,0,81.0,408.51
2023-10-14,Store_1,Product_F,5.04,0,79.0,398.67
2023-10-15,Store_1,Product_F,5.04,0,77.0,388.08
2023-10-16,Store_1,Product_F,5.04,0,92.0,464.48
2023-10-17,Store_1,Product_F,5.04,0,98.0,494.26
2023-10-18,Store_1,Product_F,5.04,0,101.0,507.25
2023-10-19,Store_1,Product_F,5.04,0,86.0,432.47
2023-10-20,Store_1,Product_F,5.04,0,85.0,428.42
2023-10-21,Store_1,Product_F,5.04,0,65.0,329.84
2023-10-22,Store_1,Product_F,5.04,0,72.0,363.85
2023-10-23,Store_1,Product_F,5.04,0,100.0,505.17
2023-10-24,Store_1,Product_F,5.04,0,104.0,522.69
2023-10-25,Store_1,Product_F,5.04,0,98.0,494.58
2023-10-26,Store_1,Product_F,5.04,0,103.0,520.79
2023-10-27,Store_1,Product_F,5.04,0,93.0,467.45
2023-10-28,Store_1,Product_F,5.04,0,80.0,405.37
2023-10-29,Store_1,Product_F,5.04,0,90.0,451.94
2023-10-30,Store_1,Product_F,5.04,0,96.0,483.66
2023-10-31,Store_1,Product_F,5.04,1,151.0,760.99
2023-11-01,Store_1,Product_F,5.04,0,104.0,522.51
2023-11-02,Store_1,Product_F,5.04,0,405.0,2042.63
2023-11-03,Store_1,Product_F,5.04,0,83.0,418.54
2023-11-04,Store_1,Product_F,5.04,0,79.0,399.55
2023-11-05,Store_1,Product_F,5.04,0,80.0,401.84
2023-11-06,Store_1,Product_F,5.04,0,104.0,521.97
2023-11-07,Store_1,Product_F,5.04,0,92.0,463.5
2023-11-08,Store_1,Product_F,5.04,0,117.0,589.18
2023-11-09,Store_1,Product_F,5.04,0,91.0,459.55
2023-11-10,Store_1,Product_F,5.04,0,92.0,464.3
2023-11-11,Store_1,Product_F,5.04,0,83.0,418.35
2023-11-12,Store_1,Product_F,5.04,0,78.0,394.51
2023-11-13,Store_1,Product_F,5.04,0,101.0,507.27
2023-11-14,Store_1,Product_F,5.04,0,106.0,534.07
2023-11-15,Store_1,Product_F,5.04,0,105.0,527.42
2023-11-16,Store_1,Product_F,5.04,0,105.0,527.85
2023-11-17,Store_1,Product_F,5.04,0,85.0,429.04
2023-11-18,Store_1,Product_F,5.04,0,68.0,344.71
2023-11-19,Store_1,Product_F,5.04,0,73.0,369.64
2023-11-20,Store_1,Product_F,5.04,0,94.0,472.88
2023-11-21,Store_1,Product_F,5.04,0,107.0,539.25
2023-11-22,Store_1,Product_F,5.04,1,141.0,712.16
2023-11-23,Store_1,Product_F,5.04,1,135.0,682.41
2023-11-24,Store_1,Product_F,5.04,0,90.0,455.43
2023-11-25,Store_1,Product_F,5.04,1,116.0,583.85
2023-11-26,Store_1,Product_F,5.04,0,82.0,413.48
2023-11-27,Store_1,Product_F,5.04,0,92.0,462.75
2023-11-28,Store_1,Product_F,5.04,0,112.0,563.57
2023-11-29,Store_1,Product_F,5.04,0,108.0,545.43
2023-11-30,Store_1,Product_F,5.04,0,105.0,530.48
2023-12-01,Store_1,Product_F,5.04,0,103.0,518.73
2023-12-02,Store_1,Product_F,5.04,0,77.0,387.68
2023-12-03,Store_1,Product_F,5.04,0,88.0,441.11
2023-12-04,Store_1,Product_F,5.04,0,105.0,527.98
2023-12-05,Store_1,Product_F,5.04,0,95.0,479.0
2023-12-06,Store_1,Product_F,5.04,0,121.0,608.35
2023-12-07,Store_1,Product_F,5.04,0,100.0,504.43
2023-12-08,Store_1,Product_F,5.04,0,104.0,523.61
2023-12-09,Store_1,Product_F,5.04,0,89.0,448.42
2023-12-10,Store_1,Product_F,5.04,0,96.0,483.45
2023-12-11,Store_1,Product_F,5.04,0,98.0,496.07
2023-12-12,Store_1,Product_F,5.04,0,131.0,662.71
2023-12-13,Store_1,Product_F,5.04,0,111.0,561.66
2023-12-14,Store_1,Product_F,5.04,1,,673.68
2023-12-15,Store_1,Product_F,5.04,0,114.0,572.21
2023-12-16,Store_1,Product_F,5.04,0,102.0,513.2
2023-12-17,Store_1,Product_F,5.04,0,104.0,526.52
2023-12-18,Store_1,Product_F,5.04,0,110.0,555.71
2023-12-19,Store_1,Product_F,5.04,0,129.0,648.43
2023-12-20,Store_1,Product_F,5.04,0,110.0,556.68
2023-12-21,Store_1,Product_F,5.04,0,100.0,506.25
2023-12-22,Store_1,Product_F,5.04,0,102.0,513.12
2023-12-23,Store_1,Product_F,5.04,1,114.0,576.55
2023-12-24,Store_1,Product_F,5.04,0,93.0,466.47
2023-12-25,Store_1,Product_F,5.04,0,106.0,533.18
2023-12-26,Store_1,Product_F,5.04,0,133.0,668.24
2023-12-27,Store_1,Product_F,5.04,0,115.0,582.1
2023-12-28,Store_1,Product_F,5.04,0,109.0,550.23
2023-12-29,Store_1,Product_F,5.04,1,156.0,787.47
2023-12-30,Store_1,Product_F,5.04,0,91.0,460.17
2023-12-31,Store_1,Product_F,5.04,0,99.0,499.3
2024-01-01,Store_1,Product_F,5.04,0,112.0,566.95
2024-01-02,Store_1,Product_F,5.04,0,134.0,675.49
2024-01-03,Store_1,Product_F,5.04,1,168.0,847.13
2024-01-04,Store_1,Product_F,5.04,0,116.0,583.62
2024-01-05,Store_1,Product_F,5.04,0,111.0,561.6
2024-01-06,Store_1,Product_F,5.04,0,107.0,541.25
2024-01-07,Store_1,Product_F,5.04,1,148.0,747.28
2024-01-08,Store_1,Product_F,5.04,1,157.0,790.62
2024-01-09,Store_1,Product_F,5.04,0,126.0,636.43
